id,descripcion,descripcion_equivalente,cbarras,cbarras_equivalente,cantidad_equivalente
181,CARTENOL CAJA CON 30 TABLETAS 50 MG,LESATEN CAJA CON 28 TABLETAS 50 MG,7501109763948,785118752545,1
182,CARTENOL CAJA CON 30 TABLETAS 50 MG,INTERNOL GM 50MG 28 GRAG VICTORY,7501109763948,656599040103,1
183,CARTENOL CAJA CON 30 TABLETAS 50 MG,BIOFILEN TABLETAS 50MG C/28,7501109763948,7501825304920,1
184,HIGROTON BLOK CAJA CON 28 TABLETAS 100/25 MG,HIGROTON BLOK CAJA CON 28 TABLETAS 100/25 MG,7502216930551,7502216930551,1
185,HIGROTON BLOK CAJA CON 28 TABLETAS 100/25 MG,TENORETIC CAJA CON 28 TABLETAS 100/25 MG,7502216930551,7501324402516,1
186,HIGROTON BLOK CAJA CON 28 TABLETAS 50/12.5 MG,HIGROTON BLOK CAJA CON 28 TABLETAS 50/12.5 MG,7502216930568,7502216930568,1
187,HIGROTON BLOK CAJA CON 28 TABLETAS 50/12.5 MG,TENORETIC 50MG TAB C28,7502216930568,7501324402288,1
188,STRATTERA CAJA 14 CAPSULAS 10 MG,STRATTERA CAJA 14 CAPSULAS 10 MG,7501082212174,7501082212174,1
189,STRATTERA CAJA 14 CAPSULAS 60 MG,STRATTERA CAJA 14 CAPSULAS 60 MG,7501082212198,7501082212198,1
190,STRATTERA CAJA CON 14 CAPSULAS 18 MG,STRATTERA CAJA CON 14 CAPSULAS 18 MG,7501082212167,7501082212167,1
191,MASENNUS CAJA CON 14 CAPSULAS 40 MG,MASENNUS CAJA CON 14 CAPSULAS 40 MG,7501384545352,7501384545352,1
192,MASENNUS CAJA CON 14 CAPSULAS 40 MG,STRATTERA CAJA CON 14 CAPSULAS 40 MG,7501384545352,7501082212181,1
193,BLODIVIT CAJA CON 30 TABLETAS 80 MG,BLODIVIT CAJA CON 30 TABLETAS 80 MG,7502216931848,7502216931848,1
194,BLODIVIT CAJA CON 30 TABLETAS 80 MG,LIPITOR CAJA CON 15 TABLETAS 80 MG,7502216931848,7501287640925,1
195,BLODIVIT CAJA CON 30 TABLETAS 80 MG,LIPITOR 80MG DUO|TAB|30,7502216931848,7501287640932,2
196,VASCOL CAJA CON 30 TABLETAS 20 MG,VASCOL CAJA CON 30 TABLETAS 20 MG,7502213146672,7502213146672,1
197,ATRO OFTENO FRASCO SOLUCION OFTALMICO 15 ML 1%,ATRO OFTENO FRASCO SOLUCION OFTALMICO 15 ML 1%,736085011937,736085011937,1
198,IMURAN CAJA CON 25 TABLETAS 50 MG,IMURAN CAJA CON 25 TABLETAS 50 MG,7501046426975,7501046426975,1
199,IMURAN CAJA CON 25 TABLETAS 50 MG,IMURAN 50 MG C50 TABLETAS,7501046426975,7502209351738,1
200,IMURAN CAJA CON 25 TABLETAS 50 MG,IMURAN CAJA CON 50 TAB 50 MG,7501046426975,7502209851788,1
201,IMURAN CAJA CON 25 TABLETAS 50 MG,IMURAN 50MG C/25 TABS,7501046426975,7502253072979,1
202,AZIBIOT CAJA CON 3 TABLETAS 500 MG,AZIBIOT CAJA CON 3 TABLETAS 500 MG,785118753757,785118753757,1
203,AZIBIOT CAJA CON 3 TABLETAS 500 MG,AZIBIOT CAJA CON 3 TABLETAS 500 MG,785118753757,785118752491,1
204,AZITROMICINA FRASCO SUSPENSION 15 ML 600 MG SERRAL,AZITROMICINA FRASCO SUSPENSION 15 ML 600 MG SERRAL,7501258205733,7501258205733,1
205,AZITROMICINA FRASCO SUSPENSION 15 ML 600 MG SERRAL,MACROZIT 600MG SUSP 15ML,7501258205733,7501299306840,1
206,AZITROMICINA FRASCO SUSPENSION 15 ML 600 MG SERRAL,SICALAN 200MG/5ML SUSPENSION  C/30 ML,7501258205733,7502211783527,1
207,KOPTIN FRASCO SUSPENSION 22.5ML 900 MG,KOPTIN FRASCO SUSPENSION 22.5ML 900 MG,7501088507915,7501088507915,1
208,SIMULECT CAJA 2 AMPULAS 5ML 20 MG,SIMULECT CAJA 2 AMPULAS 5ML 20 MG,7501124810115,7501124810115,1
209,ARTROBEN FRASCO NEBULIZADOR 30 ML 0.15 G,ARTROBEN FRASCO NEBULIZADOR 30 ML 0.15 G,785118752705,785118752705,1
210,ARTROBEN FRASCO NEBULIZADOR 30 ML 0.15 G,BIOBEND SOL,785118752705,7501573906476,1
211,BENCELIN CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI,BENCELIN CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI,7501349015074,7501349015074,1
212,BENCELIN CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI,BENZATINA BENCILPENICILINA INY 120,7501349015074,7501349025073,1
213,BENCELIN CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI,BENCILPENICILINA BENZATINICA COMPUESTA SUSP 1200UI,7501349015074,7501349025172,1
214,BENCELIN CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI,PENDIBEN L-A 1.200.000 U INY *PISA,7501349015074,7501125106750,1
215,BENCILPENICILINA BENZATINICA-BENCILPENICILINA PROCAINICA-BENCILPENICILINA CRISTALINA AMSA CAJA CON FRASCO AMPULA 3 ML 600.000/300.000/300.000 UI,BENCILPENICILINA BENZATINICA-BENCILPENICILINA PROCAINICA-BENCILPENICILINA CRISTALINA AMSA CAJA CON FRASCO AMPULA 3 ML 600.000/300.000/300.000 UI,7501349025080,7501349025080,1
216,BENCILPENICILINA BENZATINICA-BENCILPENICILINA PROCAINICA-BENCILPENICILINA CRISTALINA AMSA CAJA CON FRASCO AMPULA 3 ML 600.000/300.000/300.000 UI,BENZETACIL COMBINADO CAJA CON FRASCO AMPULA 3 ML 600.000/300,7501349025080,7501094913519,1
217,BENCILPENICILINA BENZATINICA-BENCILPENICILINA PROCAINICA-BENCILPENICILINA CRISTALINA AMSA CAJA CON FRASCO AMPULA 3 ML 600.000/300.000/300.000 UI,BENZETACIL CAJA CON FRASCO AMPULA LIOFILIZADO 1.200.000 UI D,7501349025080,7501094913526,1
218,BENCILPENICILINA BENZATINICA-BENCILPENICILINA PROCAINICA-BENCILPENICILINA CRISTALINA AMSA CAJA CON FRASCO AMPULA 3 ML 600.000/300.000/300.000 UI,BENCELIN INY.COMB.1.200.000 U.(Bencilpen,7501349025080,7501349015081,1
219,ANAPENIL 400.000 U FRASCO AMPULA 2ML 300.000/100.000 U,ANAPENIL 400.000 U FRASCO AMPULA 2ML 300.000/100.000 U,7501123012008,7501123012008,1
220,ANAPENIL 1.000.000 U FRASCO AMPULA 3ML 800.000/200.000 U,ANAPENIL 1.000.000 U FRASCO AMPULA 3ML 800.000/200.000 U,7501123012107,7501123012107,1
221,BENCILPENICILINA AMSA CAJA CON FRASCO AMPULA 5.000.000 UI,BENCILPENICILINA AMSA CAJA CON FRASCO AMPULA 5.000.000 UI,7501349023307,7501349023307,1
222,BENCILPENICILINA AMSA CAJA CON FRASCO AMPULA 5.000.000 UI,PENGESOD CAJA CON FRASCO AMPULA 5.000.000 UI DILUYENTE >= 8ML,7501349023307,7502009340147,1
223,BENCILPENICILINA SODICA CRISTALINA AMSA FRASCO AMPULA 1.000.000 UI DILUYENTE >= 2 ML,BENCILPENICILINA SODICA CRISTALINA AMSA FRASCO AMPULA 1.000.000 UI DILUYENTE >= 2 ML,7501349022201,7501349022201,1
224,PENPROCILINA 400.000 U CAJA CON FRASCO AMPULA 2 ML 100.000 / 300.000 UI,PENPROCILINA 400.000 U CAJA CON FRASCO AMPULA 2 ML 100.000 / 300.000 UI,7502009340154,7502009340154,1
225,PENPROCILINA 400.000 U CAJA CON FRASCO AMPULA 2 ML 100.000 / 300.000 UI,BENCILPENICILINA PROCAINICA CON BENCILPENICILINA CRISTALINA 400.000UI/2ML C/1,7502009340154,7501349022171,1
226,PENPROCILINA 800.000 U CAJA CON FRASCO AMPULA  2 ML  200.000 / 600.000 UI,PENPROCILINA 800.000 U CAJA CON FRASCO AMPULA  2 ML  200.000 / 600.000 UI,7502009340161,7502009340161,1
227,PENPROCILINA 800.000 U CAJA CON FRASCO AMPULA  2 ML  200.000 / 600.000 UI,PENIPONT 800.000 UI         *A,7502009340161,7501349011175,1
228,PENPROCILINA 800.000 U CAJA CON FRASCO AMPULA  2 ML  200.000 / 600.000 UI,BENCILPENICIL 800000UI 1 AMP 2 ML,7502009340161,7501349021495,1
229,CAPENT TUBO POMADA 45 G 0.1 / 25G 100 G,CAPENT TUBO POMADA 45 G 0.1 / 25G 100 G,7501124810986,7501124810986,1
230,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,7501277060139,7501277060139,1
231,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,D-TATO PERLAS 100MGC/20 Benzonatato,7501277060139,7501277078011,1
232,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,CAPSICOF PERLASC/20 100 MG(benzonatato),7501277060139,7501130713189,1
233,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,BENZONATATO 100MG C/20 CAPS,7501277060139,7503002047101,1
234,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,BENZONATATO TEXOVEN C/20 CAPSULAS DE 100 MG,7501277060139,7501471888621,1
235,BENZONATATO CAJA CON 20 CAPSULAS 100 MG APOTEX,TEXOVEN C20 100MG,7501277060139,7501471889680,1
236,SERC CAJA CON 30 TABLETAS 24 MG,SERC CAJA CON 30 TABLETAS 24 MG,7501033957871,7501033957871,1
237,SERC CAJA CON 30 TABLETAS 24 MG,SERC 24MG TAB C30 DUOPACK,7501033957871,7501033959165,2
238,ERISPAN CAJA CON 1 AMPULA 4MG / 1ML,ERISPAN CAJA CON 1 AMPULA 4MG / 1ML,7502009740916,7502009740916,1
239,CELESTONE PEDIATRICO FRASCO SOLUCION GOTAS 60 ML 0.5MG/ML,CELESTONE PEDIATRICO FRASCO SOLUCION GOTAS 60 ML 0.5MG/ML,7501050623629,7501050623629,1
240,CELESTONE SOLUSPAN CAJA CON 1 AMPULA  1ML 2.71/3.0 MG,CELESTONE SOLUSPAN CAJA CON 1 AMPULA  1ML 2.71/3.0 MG,7501050610674,7501050610674,1
241,DIPROSONE TUBO CREMA 30 G 50 MG / 100 G,DIPROSONE TUBO CREMA 30 G 50 MG / 100 G,7501050611039,7501050611039,1
242,DISON´S DEX CAJA CON 1 JERINGA 1 ML 5/2 MG,DISON´S DEX CAJA CON 1 JERINGA 1 ML 5/2 MG,7502001164833,7502001164833,1
243,DISON´S DEX CAJA CON 1 JERINGA 1 ML 5/2 MG,DIPROSPAN HYPAK CAJA CON 1 JERINGA 1 ML 5/2 MG,7502001164833,7501050610704,1
244,TAMEX  CAJA CON 10 TABLETAS 0.25/5 MG SERRAL,TAMEX  CAJA CON 10 TABLETAS 0.25/5 MG SERRAL,7501258204002,7501258204002,1
245,ERISPAN COMPUESTO FRASCO 60 ML SOLUCION  5/100 MG / 100 ML,ERISPAN COMPUESTO FRASCO 60 ML SOLUCION  5/100 MG / 100 ML,7502009744129,7502009744129,1
246,ERISPAN COMPUESTO FRASCO 60 ML SOLUCION  5/100 MG / 100 ML,CELESTAMINE NS PED SOL 60ML,7502009744129,7501050699990,1
247,ERISPAN COMPUESTO FRASCO 60 ML SOLUCION  5/100 MG / 100 ML,TAMEX 100MG/5MG FCO 100ML,7502009744129,7501258206563,1
248,ERISPAN COMPUESTO FRASCO 60 ML SOLUCION  5/100 MG / 100 ML,GM LORAT/BETAME 100/5MG 60ML,7502009744129,7502213040031,1
249,BTX-HA OFTENO FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5MG/ML,BTX-HA OFTENO FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5MG/ML,736085401547,736085401547,1
250,BTX-HA OFTENO FRASCO SUSPENSION GOTAS OFTALMICAS 5 ML 2.5MG/ML,BETOPTIC S GTS SUSP 5ML,736085401547,7501088615603,1
251,AVASTIN FRASCO AMPULA 100 MG 4 ML,AVASTIN FRASCO AMPULA 100 MG 4 ML,7501009071808,7501009071808,1
252,AVASTIN FRASCO AMPULA 400MG 16 ML,AVASTIN FRASCO AMPULA 400MG 16 ML,7501009071815,7501009071815,1
253,BEZAFIBRATO RAYERE CAJA CON 10 TABLETAS LIBERACION PROLONGADA 400 MG,BEZAFIBRATO RAYERE CAJA CON 10 TABLETAS LIBERACION PROLONGADA 400 MG,7502003389913,7502003389913,1
254,BEZAFIBRATO RAYERE CAJA CON 10 TABLETAS LIBERACION PROLONGADA 400 MG,BEZAFIBRATO RETARD CAJA CON 10 TABLETAS LIBERACION PROLONGADA 400 MG SERRAL,7502003389913,7501258208499,1
255,BRUFIZA CAJA CON 30 TABLETAS 200 MG,BRUFIZA CAJA CON 30 TABLETAS 200 MG,7501537102128,7501537102128,1
256,BRUFIZA CAJA CON 30 TABLETAS 200 MG,BEZAFIBRATO ULTRA CAJA CON 30 TABLETAS 200 MG,7501537102128,7502216792593,1
257,BRUFIZA CAJA CON 30 TABLETAS 200 MG,BEZAFIBRATO 200MG C/30 TAB,7501537102128,7501384504915,1
258,BILUMIV CAJA CON 28 TABLETAS 50 MG,BILUMIV CAJA CON 28 TABLETAS 50 MG,7502223555075,7502223555075,1
259,BILUMIV CAJA CON 28 TABLETAS 50 MG,BICALUTAMIDA CAJA CON 28 TABLETAS 50 MG ULTRA,7502223555075,7502216795112,1
260,BILUMIV CAJA CON 28 TABLETAS 50 MG,CASODEX 50MG TAB C14,7502223555075,7501324402813,0.5
261,BILUMIV CAJA CON 28 TABLETAS 50 MG,BICALUTAMIDA 50MG C/28 TAB,7502223555075,7501277092260,1
262,BILUMIV CAJA CON 28 TABLETAS 50 MG,CALUTOL 50 MG CPR 28,7502223555075,7501871720163,1
263,BILUMIV CAJA CON 28 TABLETAS 50 MG,FESTERIDE 50MG TABLETAS,7502223555075,7502227873823,1
264,BILUMIV CAJA CON 28 TABLETAS 50 MG,BICALUTAMIDA 50MG C/14 TAB,7502223555075,7502223556287,1
265,BILUMIV CAJA CON 28 TABLETAS 50 MG,BICALUTAMIDA 50 MG CAJA CON 14 TABLETAS,7502223555075,7502216795075,0.5
266,KINEX CAJA CON 30 TABLETAS 2 MG,KINEX CAJA CON 30 TABLETAS 2 MG,7501384503260,7501384503260,1
267,SIPAROX FRASCO SUSPENSION 120 ML 1750MG/100ML,SIPAROX FRASCO SUSPENSION 120 ML 1750MG/100ML,7502211782483,7502211782483,1
268,SIPAROX FRASCO SUSPENSION 120 ML 1750MG/100ML,PEPTOBISMOL SUSP 118ML,7502211782483,20800753067,1
269,AGGLAD FRASCO SOLUCION 5 ML  0.2 %,AGGLAD FRASCO SOLUCION 5 ML  0.2 %,736085401431,736085401431,1
270,LEXOTAN CAJA CON 30 TABLETAS 3 MG,LEXOTAN CAJA CON 30 TABLETAS 3 MG,7501009004561,7501009004561,1
271,LEXOTAN CAJA CON 30 TABLETAS 3 MG,OTEDRAM CAJA CON 30 TABLETAS 3 MG,7501009004561,7501384502133,1
272,LEXOTAN CAJA CON 30 TABLETAS 3 MG,LEXOTAN 3MG TAB C30,7501009004561,7613326005036,1
273,LEXOTAN CAJA CON 30 TABLETAS 6 MG,LEXOTAN CAJA CON 30 TABLETAS 6 MG,7501009004585,7501009004585,1
274,LEXOTAN CAJA CON 30 TABLETAS 6 MG,OTEDRAM CAJA CON 30 TABLETAS 6 MG,7501009004585,7501384502157,1
275,LEXOTAN CAJA CON 30 TABLETAS 6 MG,LEXOTAN 6MG TAB C30,7501009004585,7613326005067,1
276,NORMOFLEX ADULTO FRASCO SOLUCION 100 ML 160 MG,NORMOFLEX ADULTO FRASCO SOLUCION 100 ML 160 MG,7501825301271,7501825301271,1
277,NORMOFLEX INFANTIL FRASCO SOLUCION 100 ML 80MG,NORMOFLEX INFANTIL FRASCO SOLUCION 100 ML 80MG,7501825301288,7501825301288,1
278,PREPRAM CAJA CON  30 TABLETAS 20 MG,PREPRAM CAJA CON  30 TABLETAS 20 MG,7501293201301,7501293201301,1
279,PREPRAM CAJA CON  30 TABLETAS 20 MG,CITALOPRAM 20MG C/14 TAB,7501293201301,7501384544171,0.5
280,KRIPTISER CAJA CON 14 TABLETAS 2.5 MG SERRAL,KRIPTISER CAJA CON 14 TABLETAS 2.5 MG SERRAL,7501258200134,7501258200134,1
281,KRIPTISER CAJA CON 14 TABLETAS 2.5 MG SERRAL,PARLODEL 2.5MG CPR C14,7501258200134,7502216932470,1
282,COMBIVENT RESPIMAT CARTUCHO CON DISPOSITIVO INHALADOR 1.68MG/8.77MG/1ML 4.5ML 120 DOSIS,COMBIVENT RESPIMAT CARTUCHO CON DISPOSITIVO INHALADOR 1.68MG/8.77MG/1ML 4.5ML 120 DOSIS,7501037905588,7501037905588,1
283,PULMICORT CAJA CON 5 FRASCOS AMPULAS 2ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,PULMICORT CAJA CON 5 FRASCOS AMPULAS 2ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,7501098621151,7501098621151,1
284,PULMICORT CAJA CON 5 FRASCOS AMPULAS 2ML SUSPENSION P/ NEBULIZAR 0.250 MG/ML,PULMICORT 0.25MG SUSP 2ML C5,7501098621151,7501098621175,1
285,PULMICORT TURBUHALER FRASCO PRESURIZADO AEROSOL 200 DOSIS 100 MCG/DOSIS,PULMICORT TURBUHALER FRASCO PRESURIZADO AEROSOL 200 DOSIS 100 MCG/DOSIS,7501098600798,7501098600798,1
286,BENTABUD FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS  1.28 MG (64 MCG / DOSIS) 6 ML.,BENTABUD FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS  1.28 MG (64 MCG / DOSIS) 6 ML.,7502216934214,7502216934214,1
287,BENTABUD FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS  1.28 MG (64 MCG / DOSIS) 6 ML.,RHINOCORT AQUA FRASCO SUSPENSION PULVERIZADOR NASAL 120 DOSIS  1.28 MG (64 MCG / DOSIS) 6 ML.,7502216934214,7501098624114,1
288,SYMBICORT FRASCO INHALADOR TURBUHALER 60 DOSIS 320/9 MCG/DOSIS,SYMBICORT FRASCO INHALADOR TURBUHALER 60 DOSIS 320/9 MCG/DOSIS,7501098604116,7501098604116,1
289,MICCIL CAJA CON 20 COMPRIMIDOS 1 MG,MICCIL CAJA CON 20 COMPRIMIDOS 1 MG,7501314704552,7501314704552,1
290,TEMGESIC CAJA CON 10 TABLETAS SUBLINGUAL  0.2 MG,TEMGESIC CAJA CON 10 TABLETAS SUBLINGUAL  0.2 MG,7501050612463,7501050612463,1
291,HIOSCINA SERRAL CAJA CON 10 TABLETAS 10 MG,HIOSCINA SERRAL CAJA CON 10 TABLETAS 10 MG,7501258203425,7501258203425,1
292,HIOSCINA SERRAL CAJA CON 10 TABLETAS 10 MG,BUTILHIOSCINA RETODOL INTERLAB CAJA CON 10 TABLETAS 10 MG,7501258203425,750226160323,1
293,HIOSCINA SERRAL CAJA CON 10 TABLETAS 10 MG,BUTIRAL CAJA CON 10 GRAGEAS 10 MG,7501258203425,7502003380569,1
294,HIOSCINA SERRAL CAJA CON 10 TABLETAS 10 MG,BRUPACIL TABS 10 10MG,7501258203425,7501537102920,1
295,BUTILHIOSCINA AMSA CAJA CON 3 AMPULAS 20MG 1ML,BUTILHIOSCINA AMSA CAJA CON 3 AMPULAS 20MG 1ML,7501349024595,7501349024595,1
296,BUTILHIOSCINA AMSA CAJA CON 3 AMPULAS 20MG 1ML,EXCOSINE-S CAJA CON 3 AMPULAS 20MG 1ML,7501349024595,7502001160194,1
297,BUTILHIOSCINA AMSA CAJA CON 3 AMPULAS 20MG 1ML,BUSCAPINA INY 1ML AMP 3,7501349024595,7501037908015,1
298,BIPASMIN N FRASCO SOLUCION GOTAS 15 ML 10 MG,BIPASMIN N FRASCO SOLUCION GOTAS 15 ML 10 MG,7501034605085,7501034605085,1
299,BUSCAPINA COMPOSITUM CAJA CON 3 AMPULAS  5ML  20 MG/ 2.5 GR,BUSCAPINA COMPOSITUM CAJA CON 3 AMPULAS  5ML  20 MG/ 2.5 GR,7501037908510,7501037908510,1
300,BUSCAPINA COMPOSITUM CAJA CON 3 AMPULAS  5ML  20 MG/ 2.5 GR,BUSCAPINA COMPOSITUM CAJA CON 3 AMPULAS  5ML  20 MG/ 2.5 GR,7501037908510,7501165011588,1
301,PRECICOL CAJA CON 20 TABLETAS  10/500 MG,PRECICOL CAJA CON 20 TABLETAS  10/500 MG,7501836009746,7501836009746,1
302,CABERGOLINA ULTRA CAJA CON 2 TABLETAS 0.5 MG,CABERGOLINA ULTRA CAJA CON 2 TABLETAS 0.5 MG,7502216795037,7502216795037,1
303,CABERGOLINA ULTRA CAJA CON 2 TABLETAS 0.5 MG,DOSTINEX CAJA CON 8 TABLETAS 0.5 MG,7502216795037,7501287612762,1
304,CABERGOLINA ULTRA CAJA CON 2 TABLETAS 0.5 MG,DOSTINEX 0.5MG TAB 4,7502216795037,7501287612779,0.5
305,CABERGOLINA ULTRA CAJA CON 2 TABLETAS 0.5 MG,DOSTINEX 0.5MG|TAB|2,7502216795037,7501287612755,0.25
306,DAIVOBET TUBO GEL 30GR 5MG/50MG 100G,DAIVOBET TUBO GEL 30GR 5MG/50MG 100G,5702191009026,5702191009026,1
307,DAIVOBET TUBO GEL 30GR 5MG/50MG 100G,DAIVOBET TUBO GEL 30GR 5MG/50MG 100G,5702191009026,570219100926,1
308,DECATRIOL CAJA CON 30 CAPSULAS 0.25 MCG,DECATRIOL CAJA CON 30 CAPSULAS 0.25 MCG,7501471889314,7501471889314,1
309,DECATRIOL CAJA CON 30 CAPSULAS 0.25 MCG,GELDEX 0.25MCG C/50 CAPS(Calcitriol),7501471889314,7503002047194,1
310,DECATRIOL CAJA CON 30 CAPSULAS 0.25 MCG,ROCALTROL 0.25MCG CAP C30,7501471889314,7501009071358,1
311,DECATRIOL CAJA CON 30 CAPSULAS 0.25 MCG,CALCITRIOL 0.25 MG C/50,7501471889314,7502227422755,1
312,SILKIS TUBO UNGÜENTO 30 G 0.3MG/100G,SILKIS TUBO UNGÜENTO 30 G 0.3MG/100G,3499320002028,3499320002028,1
313,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,7501349021693,7501349021693,1
314,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,CHAT CAJA CON 14 TABLETAS 16 MG,7501349021693,7501125160066,1
315,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,ATACAND CAJA CON 14 TABLETAS 16 MG,7501349021693,7501098604512,1
316,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,CHAT 16MG TABLETAS C14,7501349021693,7501125158087,1
317,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,BLOPRESS 16MG TAB C14,7501349021693,7501033921599,1
318,CANDESARTAN AMSA CAJA CON 14 TABLETAS 16 MG,CANDESARTAN 16MG TAB C14,7501349021693,7501349021785,1
319,SAFEBUL.HID CAJA CON 28 TABLETAS 16 MG/12.5MG,SAFEBUL.HID CAJA CON 28 TABLETAS 16 MG/12.5MG,7502216934979,7502216934979,1
320,SAFEBUL.HID CAJA CON 28 TABLETAS 16 MG/12.5MG,BLOPRESS PLUS CAJA CON 28 TABLETAS 16 MG/12.5MG,7502216934979,7501033952869,1
321,SAFEBUL.HID CAJA CON 28 TABLETAS 16 MG/12.5MG,ATACAND PLUS C/28  16/12.5 MG,7502216934979,7501098633260,1
322,CATEGOR CAJA CON 120 TABLETAS 500MG,CATEGOR CAJA CON 120 TABLETAS 500MG,7502216934924,7502216934924,1
323,CATEGOR CAJA CON 120 TABLETAS 500MG,XELODA CAJA CON 120 TABLETAS 500MG,7502216934924,7501009072171,1
324,CATEGOR CAJA CON 120 TABLETAS 500MG,CAPECITABINA 500MG C/120 TABLETAS,7502216934924,7501125161551,1
325,CATEGOR CAJA CON 120 TABLETAS 500MG,PLEXODA 500MG T120,7502216934924,7501559606420,1
326,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,7501385491467,7501385491467,1
327,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,CAPTOPRIL ULTRA CAJA CON 30 TABLETAS 25 MG,7501385491467,7502216792579,1
328,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,BIOXIL TAB 25 MG C/30 (Captopril),7501385491467,7501573900078,1
329,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,REDUPREC 25MG C/30 TABLETAS,7501385491467,7502216790230,1
330,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,CAPTOPRIL ELI 25MG TAB C30,7501385491467,7502247371859,1
331,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,BRUCAP 25 MG C/30 TAB,7501385491467,7501537102142,1
332,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,MIOCAP TABLETAS CAPTORIL,7501385491467,7501672690382,1
333,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,BIODEZIL TAB 25MG C/30 (Captopril),7501385491467,7501563310146,1
334,CAPTOPRIL HORMONA CAJA CON 30 TABLETAS 25 MG,CAPTOPRIL 25MG C/30 TBS,7501385491467,7502216804678,1
335,PEBANIC CAJA CON 20 TABLETAS 400 MG,PEBANIC CAJA CON 20 TABLETAS 400 MG,656599041360,656599041360,1
336,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,7501384541163,7501384541163,1
337,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARPIN CAJA CON 20 TABLETAS 200 MG,7501384541163,7501075710724,1
338,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAMAZEPINA 200MG C/20 TAB,7501384541163,75014780,1
339,CARBAMAZEPINA PSICOFARMA CAJA CON 20 TABLETAS 200 MG,CARBAZINA 200MG C/20 TAB,7501384541163,7501384504304,1
340,TEGRETOL LC CAJA CON 20 TABLETAS 400MG,TEGRETOL LC CAJA CON 20 TABLETAS 400MG,7501094910556,7501094910556,1
341,TEGRETOL LC CAJA CON 30 TABLETAS 200 MG,TEGRETOL LC CAJA CON 30 TABLETAS 200 MG,7501094915667,7501094915667,1
342,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,7501075717884,7501075717884,1
343,CARPIN FRASCO SUSPENSION 120 ML 100 MG/5ML,CARBAMAZEPINA SUSP 2G/100M,7501075717884,7501384543976,1
344,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,7501273500073,7501273500073,1
345,DERMOPLAST FRASCO CREMA 100 G 20 G / 100 G,DERMOPLAST 30 CRA 100G,7501273500073,7501273500387,1
346,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,300055501638,300055501638,1
347,CALTRATE 600+D FRASCO 60 TABLETAS 600 MG/400 UI,CALTRATE 600+D FRASCO 30 TAB 600 MG/400 UI,300055501638,300055501331,0.5
348,CEFLACID CAJA CON 15 CAPSULAS 500 MG,CEFLACID CAJA CON 15 CAPSULAS 500 MG,780083142377,780083142377,1
349,CEFLACID CAJA CON 15 CAPSULAS 500 MG,FASICLOR CAP 500MG C/15 (Cefaclor),780083142377,7502009741425,1
